root_x,root_y,root_z,lhipjoint_x,lhipjoint_y,lhipjoint_z,lfemur_x,lfemur_y,lfemur_z,ltibia_x,ltibia_y,ltibia_z,lfoot_x,lfoot_y,lfoot_z,ltoes_x,ltoes_y,ltoes_z,rhipjoint_x,rhipjoint_y,rhipjoint_z,rfemur_x,rfemur_y,rfemur_z,rtibia_x,rtibia_y,rtibia_z,rfoot_x,rfoot_y,rfoot_z,rtoes_x,rtoes_y,rtoes_z,lowerback_x,lowerback_y,lowerback_z,upperback_x,upperback_y,upperback_z,thorax_x,thorax_y,thorax_z,lowerneck_x,lowerneck_y,lowerneck_z,upperneck_x,upperneck_y,upperneck_z,head_x,head_y,head_z,lclavicle_x,lclavicle_y,lclavicle_z,lhumerus_x,lhumerus_y,lhumerus_z,lradius_x,lradius_y,lradius_z,lwrist_x,lwrist_y,lwrist_z,lhand_x,lhand_y,lhand_z,lfingers_x,lfingers_y,lfingers_z,lthumb_x,lthumb_y,lthumb_z,rclavicle_x,rclavicle_y,rclavicle_z,rhumerus_x,rhumerus_y,rhumerus_z,rradius_x,rradius_y,rradius_z,rwrist_x,rwrist_y,rwrist_z,rhand_x,rhand_y,rhand_z,rfingers_x,rfingers_y,rfingers_z,rthumb_x,rthumb_y,rthumb_z
1.1565,17.6939,0.0029964,2.6763565467687194,15.705158186779672,0.17883721204739472,3.3543885154067747,8.884221858350024,0.3712085130864885,4.530546354799587,1.1097421584396816,-1.1968966407544368,4.987421603610033,0.5279439887844757,0.8107749192242073,5.178905868477886,0.4846381842300443,1.8674524675803328,-0.495585483646807,15.881367186851445,0.2901053915794398,-1.3422854558118769,9.154694988119799,-0.44579124385358837,-2.5936496469496064,1.247240834161187,-1.9799280097040595,-3.2066750622586415,0.3629937924959873,-0.12328986951956811,-3.459009897383094,0.3139188593908518,0.9156811945257415,1.1032837992574536,19.600758906446718,0.19370024740584274,0.9999441790106561,21.506739651425708,0.21324854025864334,0.9509360396800454,23.415238819394578,0.17983326137889558,1.0648933035409198,25.166321620308025,-0.3721667556133095,1.182166516476121,26.956527789117786,-0.6802901143491469,1.1084553688190073,28.779733970096927,-0.315305960683916,3.7676873505020776,24.86339874508202,0.44481530690278415,4.307251037186112,19.47182311099008,0.010063128900162976,4.888172055178748,16.63813642389548,1.5017640675059023,5.178632564169305,15.221293080356723,2.24761453682724,5.495585429971669,15.051270044736022,2.592404518923574,5.712020673926813,14.890120536586906,2.8899731681566134,5.280030612467846,15.044174023607177,2.787057235818896,-1.9713214259466096,24.587139792155398,0.3789120484284847,-2.367358047895254,19.355675652108697,-0.6071837052795099,-3.0713033702661803,16.53594136371117,0.8056229043976209,-3.423276031453102,15.126074219511061,1.51202620923277,-3.7399894886582596,14.818285400047003,1.3708822914783085,-3.9596695426491224,14.545346700035255,1.2406101443574897,-3.56136085743782,14.618407410941023,1.4059258756248112
1.14943,17.693,-0.0134779,2.6688068642652665,15.704107973681209,0.16479258429024007,3.3522209604776547,8.88364261121689,0.35480278657607994,4.532494663910002,1.1044634152326482,-1.1866772368876461,4.991829264812082,0.4426981416226451,0.795505308438299,5.167923001570367,0.463966882366178,1.8555278054362112,-0.5033787334600428,15.880367713478229,0.268799802838067,-1.32951809539869,9.144000311254587,-0.39859179660675076,-2.5998502892069286,1.245996904042638,-1.9654732373022437,-3.2149588165585454,0.3631756444968377,-0.10884556935977474,-3.464575734146819,0.3274057469079684,0.9313246084862408,1.0992305259307964,19.598960113436018,0.1867890950994919,0.9980622460416262,21.504977783334457,0.21296989485931933,0.9480767689254117,23.413436927607716,0.17872665555013614,1.0651918817764157,25.163951196114315,-0.37441446432583947,1.181310397217562,26.954442300011507,-0.6813171113526897,1.1046701140920692,28.777034774591932,-0.31387938508951624,3.7643035987492786,24.863121142489643,0.44093405807168773,4.303416556820905,19.47200104346812,1.7350783977798656e-05,4.883318177136807,16.639449608873388,1.4942688828662882,5.173268987288956,15.223173891584645,2.241394648926039,5.491415555758134,15.052387995755028,2.5847050366118207,5.7088876310775065,14.890554678147469,2.8811444968350104,5.276497889453505,15.044684830725801,2.780037943574393,-1.974614550528234,24.58397087178317,0.37947198063886384,-2.3711326842547824,19.349058693294833,-0.5879548864371498,-3.0764643663930866,16.52982880902664,0.825166859280853,-3.4291302074636945,15.120213866891188,1.5317277321364267,-3.744576380391768,14.812425252295322,1.3877733727332147,-3.9631082039085386,14.539618349108123,1.255312329083221,-3.565756966208208,14.612731255438177,1.4228938387463648
1.1499,17.6939,-0.0203496,2.666609411656242,15.702863803151907,0.15669654376528122,3.3474417922012876,8.882941330826434,0.37356333587829244,4.53308821517851,1.1091389230005326,-1.1907493965212144,4.990651435010276,0.5209998606054669,0.8149169613456859,5.180554074308325,0.48470656306067716,1.8721439198276202,-0.5052561218391898,15.883553538010073,0.26284135494257815,-1.3309980142612994,9.147504840851358,-0.4082486887182833,-2.596516744278647,1.2472950515950947,-1.9678854354859254,-3.2113311287705466,0.35964998034783235,-0.11346162356792533,-3.4597685692754276,0.3299894243479765,0.9271829745409403,1.098978138385593,19.599500746580894,0.18312907006667423,0.9962902536250948,21.50540878913296,0.21129899650670758,0.9459935944711628,23.413841880805585,0.1760735311732744,1.0623931562887776,25.16542426755553,-0.37382785711100097,1.1791862418608807,26.956148716939246,-0.6791088081335874,1.1041430724881056,28.77876605194648,-0.31146479969903146,3.7619510733693087,24.864125182551092,0.43786051242036156,4.299650584556499,19.473100309160806,-0.005937072697361989,4.879418524340191,16.64234872411218,1.4917730994466547,5.169302494226235,15.2269729315965,2.240628185537229,5.488009163284004,15.054694475444537,2.5826709842920015,5.705973957584586,14.891536210559844,2.8780202840276217,5.273354592059383,15.045889460283433,2.778246160787067,-1.9769138521195717,24.583995651839373,0.37588634262803344,-2.372930100446444,19.34789424449417,-0.5852900579659082,-3.0787370498078124,16.527433981545272,0.8251366312878883,-3.4316405244900077,15.11720385006942,1.530349975911225,-3.747627272530516,14.810056015659343,1.3862126810809647,-3.966642615999291,14.53774240108279,1.2535353769083706,-3.5690457193481393,14.610069466496059,1.420874782801993
1.15369,17.6951,-0.0204457,2.666485677796194,15.70089478468391,0.15440483627417476,3.3480774167326643,8.881053257027279,0.3714318012201596,4.532796957322439,1.1081462510460254,-1.1980241323752927,4.990103319043312,0.5241920628019584,0.8089231996438286,5.178677524833864,0.49623429740189917,1.8666411156612792,-0.5048732214025073,15.888118451728346,0.2642979423859044,-1.3321866913419553,9.152991155056956,-0.414065006325118,-2.5960316224250946,1.2524170073199166,-1.9732132604811476,-3.2116494397479984,0.36162108425668105,-0.12056771949261202,-3.460282926020367,0.33290008468330123,0.9200564123088539,1.1009258941272433,19.600422209826963,0.18516080866057538,0.9953641251880181,21.506159857456993,0.21422185545624625,0.9446223621609964,23.414553772972333,0.17754230488538153,1.060320019769492,25.166735515243214,-0.37059494661047004,1.1774903844224387,26.9574761275383,-0.6756364235270416,1.1031560976657466,28.780337091241115,-0.3090578304572548,3.7600212783247233,24.86572869980334,0.4403937390375322,4.295889875944288,19.474547029380773,-0.0037135554139072213,4.876467848004524,16.644173021034927,1.4943963708727803,5.166756834028863,15.228986016870634,2.2434513340346673,5.485261423346095,15.056353390506896,2.585503795558657,5.7030417174469274,14.892929155174265,2.8808421483276456,5.270553805739017,15.04762208248353,2.7810240843907805,-1.978725422996314,24.584130986801185,0.3742649948065212,-2.3745851944190375,19.348351135420437,-0.5887258043419055,-3.0803946538046167,16.52670184638199,0.8193193963212964,-3.433299383498958,15.11587720186133,1.5233419966492434,-3.749950918451786,14.80912315858158,1.3798263556042945,-3.969565574000756,14.537083594288042,1.2475782141122882,-3.5715472356044913,14.608916162510765,1.4141251277532778
1.14909,17.6967,-0.0471368,2.6207020326739228,15.675183098135502,0.1621604870191746,3.2703624322420053,8.851929948256199,0.3696798411652996,4.501909070262018,1.0903933466472804,-1.219872957974247,4.953125236197853,0.5249591855084447,0.793745023906185,5.1423381605247656,0.4742215271931887,1.8505010113017346,-0.5489245312685271,15.911119763793996,0.11268525334032065,-1.3942442958052146,9.17132105993832,-0.4932120129385431,-2.661452219355869,1.2446614115902603,-1.9108050609936658,-3.278543730661287,0.3349027563163418,-0.06789013351459583,-3.527862588221701,0.31209869467110646,0.9727165030379734,1.0969122824032878,19.60041009189135,0.17303627362494994,0.9916046703904859,21.50618361161093,0.20062995921962382,0.9402115033891587,23.414564226347558,0.16416594402443327,1.0505481958665965,25.168429451363465,-0.37967579690208564,1.1730679220527211,26.959716994360118,-0.6793572820085454,1.105895665219711,28.782029419268923,-0.30869185603634675,3.754896176535646,24.86670535633288,0.4293204861200157,4.2894096475371635,19.47533735566723,-0.01415744694587262,4.870766047586144,16.644814262797553,1.4833688188850735,5.161444247604881,15.229552716371321,2.232131951819047,5.479782349788783,15.057796970656458,2.5747803139162304,5.697418131437098,14.895132901894806,2.8706443825173893,5.264983935930191,15.049588125658847,2.7702243500084225,-1.983698805002135,24.583075471721457,0.3588526840441037,-2.380381614690444,19.3487466112352,-0.6116580159373182,-3.0843943656676887,16.524785670335515,0.792647378602781,-3.4364007411576623,15.112805199884416,1.4948000758696263,-3.75442145529142,14.80487228513423,1.35694826312743,-3.975275593195189,14.531582921458753,1.229425457819377,-3.5762892018271546,14.604740565403118,1.3930561117069251
1.17058,17.6899,0.00815915,2.6766124744300743,15.69466852567453,0.22471275401326318,3.333039109181761,8.87173719441341,0.4212288768478141,4.5296059489453935,1.1117715955777818,-1.2023466045670042,4.9864813366534335,0.533898336566079,0.8064581576143925,5.176842768879529,0.4927078804948795,1.8634231187410502,-0.49543506949527605,15.889818468436305,0.29310385516298937,-1.3468869362780351,9.16325373819635,-0.43827854723623155,-2.6001132341066806,1.2529755387328443,-1.9562514737656456,-3.2176013193639483,0.46667662009852895,-0.05750434757532075,-3.479541156197568,0.40396880927992046,0.978351502599748,1.1082025209088784,19.5963116946753,0.20055018679622125,0.9954275160904723,21.501709118471386,0.22434658938823504,0.943864203019949,23.41006874490329,0.18703420979354285,1.0378870931481068,25.166202045892295,-0.3525367101885711,1.17228518387787,26.960511396170784,-0.628076627853329,1.1220205143987776,28.77731474338069,-0.22879401535279525,3.7584650524204375,24.862571079542793,0.4510978919907688,4.2937599256873415,19.470893698074185,0.012348921377699884,4.874353886954996,16.638756537273046,1.5071167677501098,5.164650867583072,15.222687956881058,2.254500690954805,5.483361829344299,15.051651200622539,2.5971620900031915,5.701332571575644,14.8895562951918,2.8930919414435565,5.268695725088591,15.043493961595306,2.7927527969778008,-1.9801163880753676,24.578415467278912,0.3816527804224529,-2.378158935739938,19.346328553565744,-0.6003225490029512,-3.0782841168853317,16.517567352085468,0.7962438783917477,-3.4283467074590095,15.10318675134441,1.4945270920867406,-3.7493370087861333,14.793305502511712,1.3684246933910391,-3.9728842130227315,14.51781548219277,1.2507064340441167,-3.57186207134671,14.59328431900136,1.408195531800488
1.16515,17.6887,0.00989575,2.6562147500318924,15.685281912381727,0.2528356417517957,3.300002076975281,8.86055656550054,0.4276735145212913,4.516362322425707,1.1081227817897492,-1.2170373486559012,4.969878195617366,0.535587573262758,0.7940558823249495,5.159012083712381,0.4896165486386983,1.8510441012134462,-0.5155962338118472,15.895627533966437,0.24880252290961652,-1.3747093269254385,9.16905862822998,-0.47352636320494085,-2.6207811419546365,1.2470534033542728,-1.9351889100963433,-3.2404248406379517,0.4746075909902743,-0.03146431663761984,-3.5070238968747023,0.4009551596163673,1.0024807266632254,1.1043438352679775,19.59514598330611,0.20244998547306003,0.9936926968054907,21.500712289752133,0.22237962148321366,0.9422238036350161,23.409035354546884,0.18311785726769553,1.0327589087219422,25.168302627883897,-0.34675317243028553,1.1730223017945567,26.962285382539356,-0.6214952225025134,1.133319363126621,28.7804211182019,-0.22711765285109603,3.756944046864041,24.861659146380855,0.4452336209854634,4.291362374813934,19.469891842230055,0.00652114675929194,4.871688956138677,16.638014757557944,1.501885448966922,5.161852246795298,15.222076215230482,2.2495676000892466,5.480992407120507,15.050665881731739,2.591642356792295,5.699336001981225,14.888239725798172,2.8871153644612586,5.266557960364749,15.042235384717001,2.787475714160914,-1.9816635679688348,24.57773557359619,0.37701315115397627,-2.380245572892672,19.347233878165483,-0.6131541526121042,-3.078747240855014,16.516548563286364,0.7803231734974861,-3.4279980748370154,15.101205905846024,1.477061836550279,-3.7493309605689937,14.791103209688318,1.3523843675998661,-3.9731834759495435,14.515326033286945,1.2359253931286527,-3.5720622475318407,14.59107466247549,1.3930266227073544
1.16794,17.6875,0.0194643,2.6668067074730617,15.689057289218379,0.25526768958711205,3.3193044304441024,8.864832003800778,0.41683018472347333,4.52264906407776,1.1068495224911805,-1.211207024121626,4.976675234524475,0.5288594217439379,0.7982100246575765,5.164413568666481,0.4928710908065054,1.8558338781754151,-0.505421714086459,15.891068387076203,0.28363706729464666,-1.3679145056327018,9.169214722899063,-0.47751539576014035,-2.603392635883041,1.2471097756303076,-1.9476059189206087,-3.2206739491914433,0.4849504417996916,-0.03897418278308917,-3.488830267418824,0.3999571209302308,0.9936973111598377,1.1058764783871835,19.59431430162902,0.20792689289334662,0.9940451756327181,21.499804130742653,0.22856869430715532,0.9425324252699865,23.40817873534754,0.1919591631664037,1.0325901944241866,25.166188838580577,-0.3421488105116566,1.171585706666523,26.960059060231988,-0.6182665625018879,1.130317955031719,28.777929778002537,-0.22282937378084006,3.7570893615604435,24.860522321668125,0.45736067312339707,4.288624377797174,19.46909220610224,0.011066956067618483,4.869864538600299,16.642117131382175,1.5153252325550859,5.160484618996107,15.2286295940308,2.267454370817311,5.479410455851277,15.055784580675759,2.6090067027966506,5.697556894305051,14.892167406125012,2.9039677703817874,5.264928376071489,15.046865310583154,2.8047665676161055,-1.9814782776300899,24.576513912456186,0.38619425803323315,-2.3803453666410443,19.3463342335437,-0.6055579598089158,-3.0803320747250345,16.516126371107372,0.7881439646746968,-3.4303254287679077,15.101022439888382,1.484994926914387,-3.7492664728278453,14.79173808035931,1.3523948807392459,-3.9709432666685256,14.517012046069985,1.2294693034285138,-3.5715977812533057,14.591757775533921,1.3914967314996276
1.16991,17.6861,0.0215464,2.6733674591085643,15.690598210172617,0.25299010597325994,3.328198995438621,8.866718698063503,0.4196350209725939,4.527268270960587,1.1072272570129185,-1.2043603884259824,4.979776861867566,0.5295468446511179,0.8054879919912361,5.165829690967602,0.49973203009682304,1.8636016339111225,-0.4989486582124394,15.887659918050952,0.30014515737511255,-1.3623444594157779,9.167942100158754,-0.4786383224585152,-2.593342435082291,1.2463925915008858,-1.9554648247736681,-3.2096110983441815,0.49488756229031194,-0.04228650066250106,-3.478914614648413,0.4037581438665067,0.989562875556681,1.1064623718803475,19.59294983597875,0.20918677957177767,0.9935122138744332,21.498344255710577,0.23238548984051,0.942027666467114,23.406784643953426,0.1993388769597384,1.033461705997289,25.163275228607528,-0.3395135099122393,1.1720128517585144,26.957011771646545,-0.6167208902072392,1.1291608904425376,28.77442572856393,-0.21935737566485758,3.756598877071419,24.85858962824962,0.46752125864216043,4.287427079297719,19.467207845587815,0.019804674513756115,4.86896392690499,16.642514058255067,1.5282280443535243,5.159732350702863,15.230167164597388,2.282439729291914,5.477640578574367,15.057200657569505,2.624878088174462,5.694883656703142,14.893577330239289,2.9205017197865586,5.262732537842615,15.048896814810492,2.820197269169614,-1.9819710791608887,24.574796997814328,0.39568404653565814,-2.3803833653400983,19.343758946618436,-0.5917142759067912,-3.0817638233666376,16.512832945445112,0.7998267473402064,-3.4324540523808182,15.097369944857594,1.4955972589615034,-3.750067784951481,14.7887688158079,1.3583025507139315,-3.9705372337907328,14.51480612463656,1.2315612457826919,-3.572263090461869,14.588747670338588,1.3965664394324182
1.17256,17.6853,0.0271103,2.677897366677623,15.69135141632186,0.2597180636711836,3.3333804690707236,8.86733263315002,0.4178825787972977,4.5279330757972485,1.1074355148146875,-1.2075024290083984,4.979628570912572,0.5311663613384855,0.8029339013391166,5.164719986780358,0.5057415789899912,1.8613307105815624,-0.4945222561797862,15.885911222962564,0.3101827240626544,-1.3603825093400492,9.167693909742237,-0.47874422086896035,-2.5907495345640768,1.2465756291614811,-1.9584067906611198,-3.2074788041812887,0.4928548345868917,-0.04624880923817587,-3.475773620036574,0.4084003690707323,0.9864309209006308,1.1075412082582192,19.59228848836614,0.21279355851163761,0.9932997890370561,21.497616612869564,0.23509712790022044,0.9411554228737462,23.40603367500715,0.20173944901366114,1.0340527255807617,25.162461382810697,-0.3370676136819599,1.1733227622624138,26.956169406713595,-0.614099235314544,1.1308000851226836,28.77353961378219,-0.21650032125097785,3.7552066411040252,24.858857923283715,0.4698589123710071,4.286468273096212,19.467557533970954,0.021676542158759138,4.867480352021414,16.64153200066712,1.5278059553426928,5.15798639147824,15.228519234023913,2.2808706619532337,5.475773746981118,15.056150868449551,2.6237225640446615,5.692903706304442,14.893079067770708,2.919733794231308,5.260852346433769,15.048431068051737,2.8190509270558004,-1.9832601646893446,24.57306356641307,0.39771815348107264,-2.3793374790920683,19.341509312319765,-0.5878830526331346,-3.0810425960767804,16.510033938038163,0.8023759606569526,-3.431895154570062,15.09429625089649,1.4975054672997539,-3.7490303804825587,14.785965203634259,1.3585083786230283,-3.9690643396197385,14.512291509913013,1.2303933576754942,-3.571200449528188,14.585918882326299,1.3965263882540715
