lfemur_x,lfemur_y,lfemur_z,lfoot_x,lfoot_y,lfoot_z,rfemur_x,rfemur_y,rfemur_z,rfoot_x,rfoot_y,rfoot_z
7.560420063100052,8.97376748861143,2.472032874887434,7.322740207043261,0.6455436944530016,2.4890030785192074,4.30500444100317,9.117026606453587,1.6727785157601993,5.462419572559061,1.5146160889278755,-1.8631654448787887
7.5669207924995545,8.976777181832013,2.4478877574898457,7.327603800815002,0.6536595605913529,2.4924121130780845,4.409579810450811,9.08803343164237,1.516769334126245,5.671210774417238,1.5251126169484566,-2.0529154688848066
7.570031331513407,8.988561446254128,2.4441785826627296,7.324416501466124,0.6629610663720206,2.5062368025083286,4.518288723381824,9.061052192212767,1.3510999358963003,5.87514217885191,1.5354368150374083,-2.238652683673599
7.578960558234658,8.997202301983524,2.4230699002830742,7.331333889411584,0.6668514643142394,2.506493926551486,4.628936792150059,9.039553547095853,1.186131260493446,6.067443813097628,1.5411159039530316,-2.4252967762900535
7.6076966148141665,8.965449811317399,2.3544883203154576,7.365848477783529,0.6489000128037288,2.4209454540609228,4.744213759132714,8.98729107116689,1.027696023074392,6.251920799034609,1.4990982595984983,-2.62551800676321
7.622347753955122,8.97647560259318,2.33490503780015,7.373158254401726,0.6607455909891058,2.419894425323767,4.867624447574971,8.959428956433392,0.8599956296969327,6.432667966896979,1.4802929445805373,-2.820667751116882
7.634729912824844,8.990312768463784,2.3160067882450375,7.377434246473861,0.6824558477008387,2.4263627276410484,4.997562479740346,8.932976511451994,0.6899200457834908,6.620675760182845,1.4834811951901397,-2.944867099958423
7.645687552266222,8.98931404982943,2.2941215195510094,7.388734460808667,0.7028251085109304,2.420558401165086,5.1273151682483,8.905030940495934,0.5168840620889399,6.797863964671772,1.4693771395144926,-3.0583835450440917
7.6377374060924,8.979745866561146,2.283146856946186,7.398601251536159,0.7137055049200897,2.4142600832793564,5.252405378623019,8.88436170085848,0.3377832920196571,6.954676839698116,1.429696569036598,-3.1947696952938545
7.640149728336865,8.987392272270224,2.2754247974118202,7.393653531285397,0.7220678595682897,2.415251662759652,5.379553292074313,8.856965361548136,0.15199602841212573,7.103452992286108,1.3736882843919913,-3.33604510668693
7.622535900284129,8.980551433120082,2.2795002671706968,7.399508654799447,0.7184938576902369,2.4367209149405693,5.512639417401266,8.849960603139422,-0.026925374236558053,7.257893034487888,1.334984428359943,-3.446960895721577
7.636767215944459,8.992452082423544,2.2534536244297483,7.399346179434114,0.749013595231136,2.4246212665384173,5.6435651599403815,8.811741011570003,-0.21772042019988114,7.392965246856699,1.2649599904865465,-3.5670462841374944
7.635885316838997,8.986250927366607,2.2429407670940176,7.398672463962165,0.74393511285199,2.410042126851233,5.776425883969966,8.78291064004269,-0.40593203637518116,7.528804866120165,1.195749125089734,-3.6737789702258024
7.635985365554886,8.992466452907038,2.2377940404510217,7.3889897742241315,0.751419822339671,2.397747122772407,5.898051078189319,8.754944702642248,-0.5892807337653521,7.642431511186726,1.1282139145234888,-3.7589439607061026
7.618169582159023,8.997706966501596,2.2230165347502773,7.385069921502602,0.7432473928569757,2.4271077823799128,6.03541413706603,8.755253590766053,-0.7788079238540055,7.750544433885754,1.0880604723933562,-3.792626978627106
7.601793298445766,9.004090735764112,2.2186511481204048,7.375579171878759,0.7347966965812034,2.4443887712898453,6.1599708778805775,8.745601872554506,-0.9673997821084416,7.824577221583269,1.0582435706985875,-3.8200035440092757
