lfemur_x,lfemur_y,lfemur_z,lfoot_x,lfoot_y,lfoot_z,rfemur_x,rfemur_y,rfemur_z,rfoot_x,rfoot_y,rfoot_z
1.2551593932258793,9.576072045280867,-27.007630212346648,1.5315832920599728,1.408956412288972,-28.363901191887248,-1.0940797825147,8.970676400427472,-29.651474533999775,-0.17311723751460756,0.6730230755983088,-30.022865486782038
1.2393849024769512,9.595229498906594,-26.833369951261506,1.5395952243599322,1.3797822943334652,-27.89255659156918,-1.096618580627117,8.958596332379784,-29.60796170092911,-0.1744662690465769,0.6747519976174279,-30.015443171345755
1.2223880135766234,9.61559437166989,-26.663624819064395,1.5451104739116548,1.3611381777865308,-27.413767810629547,-1.095182684318258,8.948300773560511,-29.556718877096205,-0.1806554056165629,0.6713186979436402,-30.008908019090672
1.2214517791241488,9.635418931265065,-26.501817169669543,1.5655933615324327,1.3566909962417315,-26.931888603870338,-1.0729047462024073,8.927933048874355,-29.50357608283604,-0.18148540632866897,0.6543397981862228,-30.01389806272062
1.1882564110796365,9.64006416865271,-26.330820085866545,1.5679636876028429,1.3586114627337857,-26.459300911443435,-1.0939155961179692,8.917787496536935,-29.4658668720484,-0.19145722300787527,0.6503755769322955,-30.00683453947044
1.1680107835969282,9.643707111455775,-26.179367951449848,1.5677900811115737,1.3644446758195614,-25.99764633521627,-1.098837889747966,8.91114613323995,-29.427758572171616,-0.1918022953439716,0.6533121273009319,-30.00287601929023
1.1503764151587308,9.649797619373011,-26.035711260036543,1.5644677689446165,1.3750932182694198,-25.547092479919716,-1.1026833429022371,8.904842054644199,-29.399162001323827,-0.1907036683256168,0.6594979777313074,-29.997666761417236
1.1249361369023263,9.6528433696991,-25.88390282694373,1.5566751069673823,1.3940456168555684,-25.10028899441029,-1.114081086056172,8.902625462969725,-29.376629511058884,-0.19153894002870558,0.6734882008221367,-29.989499003676848
1.1002442855795516,9.653748993243102,-25.736564210471894,1.554330431299782,1.4281591587909637,-24.651078046961768,-1.1192417133687271,8.90110702707873,-29.35240328089841,-0.19421890233534816,0.6793908349784438,-29.98592580326543
1.083876931031622,9.649870188284421,-25.600357057399684,1.5559301565625858,1.4585015881135985,-24.21402187091862,-1.1147550182524835,8.895327008157398,-29.319204937040354,-0.19838558808443527,0.6703026080727458,-29.980511880363764
1.077754210497643,9.647522983576277,-25.467859079436234,1.5403190540089642,1.4831509571643666,-23.792739881753732,-1.1019243357192017,8.882251131388166,-29.27695823540982,-0.19949862349619357,0.658959173172785,-29.97195445292466
1.0716436986789835,9.639291040770303,-25.333522627297302,1.5237764351689786,1.5265170080191697,-23.384906950149375,-1.0952332786394878,8.870622288416783,-29.232534658980807,-0.198978284196472,0.6596822180668834,-29.971270912127892
1.0640653847269075,9.62893681848704,-25.20497608372485,1.509901834150944,1.5910121046719718,-22.98644028775512,-1.0853474936792695,8.861311296279737,-29.187710978730905,-0.19695710638601172,0.6609856752777766,-29.96715712828939
1.049429219392801,9.613863259252826,-25.079632686131347,1.4899938404609228,1.6599205512296678,-22.594575848906146,-1.0771048187872332,8.851123692937115,-29.140263499798817,-0.19527778950827154,0.6588602317473485,-29.958130315096998
1.0218868861993062,9.592145268870356,-24.94968085417671,1.4743705005007588,1.726322724519096,-22.20187539342631,-1.075213497804174,8.841504059641284,-29.0875223893669,-0.19667110335636065,0.6621830296033526,-29.94884782247482
1.005250285968188,9.574095872986838,-24.831468619295762,1.458827182733478,1.7761391088612493,-21.83760629867234,-1.0699740573243535,8.834522943973145,-29.02459733273289,-0.19446834138400856,0.6661851895052824,-29.928734083230854
1.0020244737054755,9.553399856511358,-24.715449547377087,1.4305358813733504,1.8216958325808252,-21.491400841032338,-1.0620456011771724,8.829194320034055,-28.957638939989803,-0.1931624076504718,0.6697419885354337,-29.906526347804196
1.0048227579125797,9.52734856520889,-24.59505829577911,1.4041763117561656,1.8861840512193035,-21.152489523357747,-1.0550361948252263,8.818838929899922,-28.892981382126198,-0.19063498190025235,0.6703708041352678,-29.89246107091674
1.0172639064201088,9.505508359907441,-24.47508004187797,1.3838833909570825,1.9456263653841241,-20.83936207631951,-1.0456229681168332,8.808043553583786,-28.83052348024286,-0.18694824539161928,0.671238221348321,-29.889641986848773
1.0308030779444226,9.482202062802486,-24.352631758142472,1.375373876896472,2.009829563538646,-20.55817139579439,-1.0326754979360298,8.795118724597641,-28.769040979058133,-0.18437789862957926,0.6662927804608116,-29.883440168589118
1.0390362420026675,9.464806569477936,-24.220972408328393,1.3725826549148017,2.0626260195827952,-20.311175532580005,-1.0209807177169816,8.78409470047106,-28.711515540689476,-0.18488377624261154,0.6679658669634146,-29.883940811204344
1.041072587904666,9.452371838295495,-24.06577186617922,1.3753087191934688,2.069198336866524,-20.080452279325023,-1.0113987916052098,8.775571502185443,-28.656683124941956,-0.18296769392419243,0.6702717524550482,-29.88218344713845
1.0381313743944418,9.434010593559004,-23.889847056700038,1.3850147675302333,2.062611963951633,-19.847071391023796,-0.9986665929614873,8.754778143458331,-28.60088550715501,-0.1782406910201043,0.6589073559817675,-29.88044330217141
1.0558627491367478,9.44550892402324,-23.739371751113215,1.391893778994088,2.089646793535484,-19.71060326654009,-0.9915856188350415,8.766638343584546,-28.544508418047318,-0.177535263083964,0.6775123095811764,-29.875450148802134
1.0688062562270768,9.443204040750057,-23.571698111991395,1.4016823659083268,2.0785197771953006,-19.547763317015914,-0.986858450418791,8.763817151785368,-28.481121317762153,-0.17661359950559768,0.6819762246465827,-29.875564736633166
1.0780074465336789,9.430397659692272,-23.398136730148945,1.4156600910565282,2.047060101275879,-19.38493101628428,-0.9840998405304863,8.750852635601742,-28.414530703179217,-0.17795046682219146,0.6797515562008556,-29.87113664565652
